,Date / Time,City,State,Shape
60697,6/29/14 04:00,Grand Rapids,MI,Other
60698,6/29/14 03:55,Rapid City,SD,Light
60699,6/29/14 01:48,Los Angeles,CA,Chevron
60700,6/29/14 00:00,Lake Worth,FL,Fireball
60701,6/28/14 23:40,Myrtle Beach,SC,Fireball
60702,6/28/14 23:30,Rainelle,WV,Light
60703,6/28/14 23:30,Warrenton,VA,Light
60704,6/28/14 23:25,Santa Ana/Tustin,CA,Triangle
60705,6/28/14 23:00,Antioch,CA,Sphere
60706,6/28/14 23:00,St. Albans,VT,Chevron
60707,6/28/14 23:00,Levittown,NY,Fireball
60708,6/28/14 23:00,Ridgway,PA,Circle
60709,6/28/14 22:45,Weirton,WV,Fireball
60710,6/28/14 22:45,Philadelphia,PA,Flash
60711,6/28/14 22:30,Hansen,ID,Other
60712,6/28/14 22:27,Dolores,CO,Light
60713,6/28/14 22:20,Brighton,MI,Light
60714,6/28/14 22:15,White House,TN,Circle
60715,6/28/14 22:10,Columbus,OH,Oval
60716,6/28/14 22:09,Miami,FL,Other
60717,6/28/14 22:00,Fort Wayne,IN,Sphere
60718,6/28/14 21:45,Hudson,NH,Other
60719,6/28/14 21:45,Red Hook,NY,Triangle
60720,6/28/14 21:30,Highlands Ranch,CO,Sphere
60721,6/28/14 21:30,Glenmoore,PA,Oval
60722,6/28/14 20:30,Vergennes,VT,Fireball
60723,6/28/14 19:00,Scotia,NY,Disk
60724,6/28/14 11:00,Albuquerque,NM,Cigar
60725,6/28/14 09:45,Grand Rapids,MI,Light
60726,6/28/14 02:30,Marysville,OH,Other
60727,6/28/14 02:00,Sarasota (Lido Beach),FL,Light
60728,6/28/14 01:00,Detroit,MI,Light
60729,6/28/14 00:00,Lake Worth,FL,Fireball
60730,6/28/14,Billings,MT,Fireball
60731,6/27/14 23:30,South Lansing,MI,Fireball
60732,6/27/14 23:11,Harvester,MO,Fireball
60733,6/27/14 23:00,Columbus,OH,Disk
60734,6/27/14 23:00,Geraldine,AL,Disk
60735,6/27/14 23:00,Grand Blanc,MI,Light
60736,6/27/14 22:54,Mishawaka,IN,Light
60737,6/27/14 22:47,Ludington,MI,Sphere
60738,6/27/14 22:45,Beaumont,CA,Light
60739,6/27/14 22:30,Beaverton,OR,Oval
60740,6/27/14 22:20,Cincinnati,OH,Fireball
60741,6/27/14 21:25,Midway,PA,Fireball
60742,6/27/14 21:22,Union,MO,Oval
60743,6/27/14 21:15,Indianapolis,IN,Rectangle
60744,6/27/14 21:15,Indianpolis,IN,Rectangle
60745,6/27/14 21:00,Pawleys Island,SC,Circle
60746,6/27/14 21:00,Shreveport,LA,Circle
60747,6/27/14 21:00,Jacksonville,AL,Circle
60748,6/27/14 20:00,New York City (Manhattan),NY,Formation
60749,6/27/14 03:30,Palatine,IL,Light
60750,6/27/14 03:15,Bloomington,IL,Light
60751,6/27/14 02:00,Montebello,CA,Circle
60752,6/27/14 01:00,Mamaroneck,NY,Oval
60753,6/27/14 00:05,North Kingsville,OH,Light
60754,6/27/14 00:01,Rocky River,OH,Oval
60755,6/27/14 00:00,North Kingsville,OH,Flash
60756,6/27/14,St. Peters,MO,Disk
60757,6/26/14 23:30,Chandler,AZ,Fireball
60758,6/26/14 23:27,Honea Path,SC,Triangle
60759,6/26/14 23:25,Nags Head,NC,Light
60760,6/26/14 23:00,Glencoe,AL,Light
60761,6/26/14 23:00,Blossvale,NY,Light
60762,6/26/14 23:00,Litchfield,SC,Light
60763,6/26/14 22:45,Temecula,CA,Changing
60764,6/26/14 22:45,Pawleys Island,SC,Sphere
60765,6/26/14 22:30,Litchfield,SC,Light
60766,6/26/14 22:20,Cherry Grove Beach,SC,Light
60767,6/26/14 22:15,Litchfield Beach,SC,Light
60768,6/26/14 22:15,Myrtle Creek,OR,Fireball
60769,6/26/14 22:15,Mundelein,IL,Fireball
60770,6/26/14 22:00,West Tulsa,OK,Circle
60771,6/26/14 22:00,Litchfield Beach,SC,Formation
60772,6/26/14 22:00,Litchfield,SC,Fireball
60773,6/26/14 22:00,Myrtle Creek,OR,Circle
60774,6/26/14 21:45,Hawthorne,NY,Circle
60775,6/26/14 21:30,Oceanside,CA,Other
60776,6/26/14 21:20,Sacramento,CA,Light
60777,6/26/14 21:15,Hunting Island,SC,Disk
60778,6/26/14 21:00,Garden City,SC,Fireball
60779,6/26/14 21:00,Myrtle Beach,SC,Circle
60780,6/26/14 11:30,Chandler,AZ,Fireball
60781,6/26/14 10:45,San Clemente,CA,Triangle
60782,6/26/14 10:20,North Port,FL,Oval
60783,6/26/14 00:25,Portland,OR,Light
60784,6/25/14 23:30,Rancho Santa Margarita,CA,Circle
60785,6/25/14 23:00,Myrtle Beach,SC,Fireball
60786,6/25/14 23:00,Garden City,SC,Fireball
60787,6/25/14 23:00,Bloomingdale,OH,Triangle
60788,6/25/14 22:54,Alamo,CA,Other
60789,6/25/14 22:45,North Myrtle Beach,SC,Light
60790,6/25/14 22:40,Myrtle Beach,SC,Light
60791,6/25/14 22:40,Mission Viejo,CA,Other
60792,6/25/14 22:30,Myrtle Beach,SC,Light
60793,6/25/14 22:30,Oak Island,NC,Light
60794,6/25/14 22:30,North Myrtle Beach,SC,Fireball
60795,6/25/14 22:25,Myrtle Beach,OH,Light
60796,6/25/14 22:15,Jacksonville,FL,Oval
60797,6/25/14 22:15,Rough and Ready,CA,Triangle
60798,6/25/14 22:00,Oxnard,CA,Light
60799,6/25/14 22:00,Sunrise,FL,Circle
60800,6/25/14 21:15,Charleston,SC,Light
60801,6/25/14 21:00,Orange County area,CA,Circle
60802,6/25/14 14:00,Krakow,MO,Circle
60803,6/25/14 13:03,Kalispell,MT,Chevron
60804,6/25/14 11:15,Centralia,WA,Fireball
60805,6/25/14 10:05,Garden City,SC,Circle
60806,6/25/14 08:30,Avon,NC,Triangle
60807,6/25/14 02:45,Petaluma,CA,Other
60808,6/25/14 01:03,Kalispell,MT,Chevron
60809,6/25/14 00:50,Indian Rocks Beach,FL,Light
60810,6/25/14 00:05,Buda,TX,Flash
60811,6/24/14 23:30,Avenal,CA,Other
60812,6/24/14 22:45,Myrtle Beach,SC,Light
60813,6/24/14 22:30,Chicago,IL,Light
60814,6/24/14 22:00,Ocala,FL,Light
60815,6/24/14 21:45,Lahaina,HI,Light
60816,6/24/14 21:34,Ozark,MO,Light
60817,6/24/14 21:26,Chatsworth,GA,Circle
60818,6/24/14 21:00,Lake Charles,LA,Formation
60819,6/24/14 19:30,Kerby,OR,Circle
60820,6/24/14 19:00,Fort Lauderdale,FL,Disk
60821,6/24/14 18:50,Farmington,NM,Cigar
60822,6/24/14 12:30,Versailles,IN,Triangle
60823,6/24/14 11:30,New Smyrna Beach,FL,Other
60824,6/24/14 06:55,Richmond,MO,Oval
60825,6/24/14 06:13,Cartersville,GA,Oval
60826,6/24/14 00:46,Wentzville,MO,Cylinder
60827,6/24/14 00:00,New York City (Manhattan),NY,Fireball
60828,6/23/14 23:30,Murrells Inlet,SC,Light
60829,6/23/14 23:15,Cherry Grove/Myrtle Beach,SC,Fireball
60830,6/23/14 23:00,Holden Beach,NC,Circle
60831,6/23/14 23:00,Pawleys Island,SC,Sphere
60832,6/23/14 23:00,Litchfield,SC,Light
60833,6/23/14 23:00,Crescent Beach,SC,Sphere
60834,6/23/14 23:00,Myrtle Beach,SC,Light
60835,6/23/14 23:00,Lizerne County,PA,Fireball
60836,6/23/14 22:45,Leland,NC,Fireball
60837,6/23/14 22:37,Surfside Beach,SC,Changing
60838,6/23/14 22:30,Summersville,WV,Cylinder
60839,6/23/14 22:30,Litchfeild,SC,Flash
60840,6/23/14 22:10,Billings,MT,Flash
60841,6/23/14 22:00,Okhay Owingeh,NM,Rectangle
60842,6/23/14 22:00,Garden City,SC,Fireball
60843,6/23/14 22:00,Pima,AZ,Fireball
60844,6/23/14 20:35,Chandler,AZ,Circle
60845,6/23/14 20:00,Pawleys Island,SC,Light
60846,6/23/14 11:30,Canaan,NH,Cigar
60847,6/23/14 09:30,Myrtle Beach,SC,Triangle
60848,6/23/14 08:05,Cottonwood,AZ,Formation
60849,6/23/14 00:40,Orlando,FL,Triangle
60850,6/22/14 23:03,Duck Creek Village,UT,Sphere
60851,6/22/14 22:17,New York City (Brooklyn),NY,Triangle
60852,6/22/14 22:00,New Albany,IN,Formation
60853,6/22/14 22:00,Montpelier,ID,Light
60854,6/22/14 21:30,Deming,NM,Sphere
60855,6/22/14 21:30,Mojave,CA,Light
60856,6/22/14 21:08,Las Vegas,NV,Light
60857,6/22/14 21:03,La Mirada,CA,Sphere
60858,6/22/14 21:00,Torrance,CA,Triangle
60859,6/22/14 20:35,Deltona,FL,Disk
60860,6/22/14 20:35,Deltona,FL,Disk
60861,6/22/14 20:30,Fillmore,CA,Fireball
60862,6/22/14 20:30,Prescott,AZ,Fireball
60863,6/22/14 18:45,Hyannis,MA,Sphere
60864,6/22/14 18:30,Portland,OR,Other
60865,6/22/14 13:54,Aberdeen,WA,Sphere
60866,6/22/14 10:00,Las Vegas,NV,Circle
60867,6/22/14 02:30,Dedham,MA,Disk
60868,6/22/14 01:00,Bensalem,PA,Circle
60869,6/22/14 01:00,Valley Stream,NY,Changing
60870,6/22/14 00:30,Hartville,MO,Light
60871,6/22/14 00:05,Palm Desert,CA,Light
60872,6/22/14 00:00,Phoenixville,PA,Oval
60873,6/21/14 23:20,Wayland,NY,Fireball
60874,6/21/14 23:15,Bensalem,PA,Light
60875,6/21/14 23:15,Lowell,MA,Fireball
60876,6/21/14 23:00,Atlanta,GA,Oval
60877,6/21/14 23:00,Newmarket,OH,Circle
60878,6/21/14 23:00,Portland,OR,Formation
60879,6/21/14 22:54,Dunnellon,FL,Triangle
60880,6/21/14 22:49,Sparks,NV,Triangle
60881,6/21/14 22:34,Meriden,CT,Circle
60882,6/21/14 22:30,Whately,MA,Fireball
60883,6/21/14 22:30,Harford County,MD,Triangle
60884,6/21/14 22:30,Lockport,NY,Light
60885,6/21/14 22:30,Solon,OH,Triangle
60886,6/21/14 22:30,Lawrenceville,GA,Fireball
60887,6/21/14 22:30,Syracuse,NY,Sphere
60888,6/21/14 22:20,Mukwonago,WI,Oval
60889,6/21/14 22:20,Edmond,OK,Light
60890,6/21/14 22:00,Topeka,KS,Light
60891,6/21/14 22:00,Freeland,WA,Oval
60892,6/21/14 22:00,Pawleys Island,SC,Sphere
60893,6/21/14 22:00,Zeeland,MI,Circle
60894,6/21/14 22:00,Dallas,TX,Light
60895,6/21/14 22:00,Martin,GA,Circle
60896,6/21/14 21:50,Cape Coral,FL,Circle
60897,6/21/14 21:47,Williamson,NY,Light
60898,6/21/14 21:46,Casselberry,FL,Circle
60899,6/21/14 21:45,Connellsville,PA,Light
60900,6/21/14 21:45,Minooka,IL,Light
60901,6/21/14 21:45,Pasadena,CA,Diamond
60902,6/21/14 21:45,Orlando,FL,Circle
60903,6/21/14 21:30,Pico Rivera,CA,Fireball
60904,6/21/14 21:30,Buffalo,NY,Fireball
60905,6/21/14 21:05,Bremerton,WA,Light
60906,6/21/14 21:00,Brooksville,FL,Light
60907,6/21/14 21:00,Spring Hill,FL,Light
60908,6/21/14 21:00,Toms River,NJ,Circle
60909,6/21/14 21:00,Lakeland,FL,Fireball
60910,6/21/14 21:00,Fryeburg,ME,Fireball
60911,6/21/14 21:00,Fredericktown,MO,Light
60912,6/21/14 21:00,Springfield,IL,Light
60913,6/21/14 20:30,Pembroke Pines,FL,Circle
60914,6/21/14 20:03,Woonsocket,RI,Sphere
60915,6/21/14 16:00,Wappapello,MO,Circle
60916,6/21/14 05:30,Fullerton,CA,Sphere
60917,6/21/14 05:10,Pearblossom,CA,Light
60918,6/21/14 04:45,Hillsboro,MO,Rectangle
60919,6/21/14 04:30,Parkland,FL,Light
60920,6/21/14 04:30,Portland,CT,Oval
60921,6/21/14 01:15,Laurel,MT,Other
60922,6/21/14 00:15,Denton,TX,Sphere
60923,6/20/14 23:45,Eureka,CA,Oval
60924,6/20/14 23:00,Oak Island,NC,Sphere
60925,6/20/14 23:00,Rochester,NY,Light
60926,6/20/14 23:00,St. Augustine,FL,Other
60927,6/20/14 22:51,Savannah,GA,Fireball
60928,6/20/14 22:50,Terre Haute,IN,Light
60929,6/20/14 22:35,McMinnville,OR,Formation
60930,6/20/14 22:30,Orefield,PA,Fireball
60931,6/20/14 22:30,La Puente,CA,Formation
60932,6/20/14 22:20,Geneva,NY,Fireball
60933,6/20/14 22:00,Howell,NJ,Circle
60934,6/20/14 22:00,Waseca,MN,Light
60935,6/20/14 21:40,Pico Rivera,CA,Disk
60936,6/20/14 21:35,Murrells Inlet,SC,Triangle
60937,6/20/14 21:25,Cedar Rapids,IA,Chevron
60938,6/20/14 21:00,"Washington, D.C.",DC,Formation
60939,6/20/14 21:00,Shamong,NJ,Circle
60940,6/20/14 20:55,Otis,OR,Cigar
60941,6/20/14 20:45,O'Fallon,MO,Fireball
60942,6/20/14 17:25,Pacheco,CA,Diamond
60943,6/20/14 16:45,Augusta,GA,Circle
60944,6/20/14 16:25,Estes Park,CO,Oval
60945,6/20/14 09:00,Lancaster,PA,Oval
60946,6/20/14 02:00,San Diego,CA,Sphere
60947,6/20/14 01:30,West Milton,PA,Sphere
60948,6/20/14 01:00,Enfield,CT,Circle
60949,6/20/14 01:00,Charleroi,PA,Circle
60950,6/20/14 00:00,Florence,KY,Light
60951,6/20/14 00:00,Ypsilanti,MI,Fireball
60952,6/19/14 23:15,Wartrace,TN,Circle
60953,6/19/14 23:00,Austin,TX,Cylinder
60954,6/19/14 23:00,Austin,TX,Cylinder
60955,6/19/14 23:00,Rochester,NY,Sphere
60956,6/19/14 22:45,Moultrie,GA,Light
60957,6/19/14 22:35,San Antonio,TX,Light
60958,6/19/14 22:15,Zephyrhills,FL,Triangle
60959,6/19/14 22:00,Patterson,CA,Changing
60960,6/19/14 22:00,Carolina Beach,NC,Circle
60961,6/19/14 21:45,Londonderry/Merrimac/Nashua,NH,Formation
60962,6/19/14 21:40,Manchester/Hooksett,NH,Circle
60963,6/19/14 21:30,Dawsonville,GA,Circle
60964,6/19/14 21:20,Denver,CO,Oval
60965,6/19/14 21:20,Denver,CO,Disk
60966,6/19/14 21:15,Spring Hill,FL,Triangle
60967,6/19/14 21:10,Lowell,MA,Other
60968,6/19/14 21:00,Wayne,NJ,Circle
60969,6/19/14 20:50,Rainbow City,AL,Fireball
60970,6/19/14 20:30,Englewood,FL,Fireball
60971,6/19/14 20:00,Topsail Island,NC,Circle
60972,6/19/14 18:17,Wilsonville,OR,Sphere
60973,6/19/14 16:45,Plymouth - Northville,MI,Rectangle
60974,6/19/14 11:45,Lewiston,ME,Triangle
60975,6/19/14 11:37,Snoqualmie Pass,WA,Other
60976,6/19/14 10:00,The Villages,FL,Light
60977,6/18/14 23:15,Moreno Valley,CA,Circle
60978,6/18/14 23:05,Mission Viejo,CA,Diamond
60979,6/18/14 23:00,Quakertown,PA,Light
60980,6/18/14 23:00,Carlsbad/Oceanside,CA,Fireball
60981,6/18/14 23:00,Rancho Santa Margarita,CA,Fireball
60982,6/18/14 23:00,Hustonville,KY,Light
60983,6/18/14 23:00,Orange Co/Riverside Co/San Diego Co,CA,Circle
60984,6/18/14 23:00,Oceanside,CA,Fireball
60985,6/18/14 23:00,North Myrtle Beach,SC,Light
60986,6/18/14 23:00,Oceanside (Orange Co.)(Riverside),CA,Circle
60987,6/18/14 23:00,Fremont CA,CA,Light
60988,6/18/14 22:55,Dana Point,CA,Cigar
60989,6/18/14 22:35,Virginia Beach,VA,Fireball
60990,6/18/14 22:30,Chino,CA,Fireball
60991,6/18/14 22:30,Mission Viejo,CA,Light
60992,6/18/14 22:30,Lake Forest,CA,Disk
60993,6/18/14 22:24,Temecula,CA,Light
60994,6/18/14 22:04,North Myrtle Beach,NC,Oval
60995,6/18/14 22:00,Bloomsbury,NJ,Triangle
60996,6/18/14 22:00,Narian,LA,Light
60997,6/18/14 21:40,Myrtle Beach,SC,Circle
60998,6/18/14 21:30,Wichita Falls,TX,Diamond
60999,6/18/14 21:30,Port St. Lucie,FL,Light
61000,6/18/14 21:15,Surf City,NC,Changing
61001,6/18/14 21:14,Verona,NC,Triangle
61002,6/18/14 21:00,North Myrtle Beach,SC,Other
61003,6/18/14 21:00,Carolina Beach,NC,Light
61004,6/18/14 20:00,Laguna Niguel,CA,Fireball
61005,6/18/14 14:30,Madera,CA,Oval
61006,6/18/14 04:00,Grand Rapids,MI,Circle
61007,6/18/14 02:25,Los Angeles,CA,Light
61008,6/18/14 01:00,Dover,NJ,Oval
61009,6/18/14 00:30,Cherry Grove Beach,SC,Circle
61010,6/18/14 00:10,Garden City,SC,Light
61011,6/18/14 00:00,Ocean Island Beach,NC,Light
61012,6/17/14 23:00,Peshtigo,WI,Oval
61013,6/17/14 23:00,North Mankato,MN,Light
61014,6/17/14 22:45,Mechanicsville,VA,Sphere
61015,6/17/14 22:40,Chesterfield,MI,Triangle
61016,6/17/14 22:15,Conway,SC,Light
61017,6/17/14 22:00,Surf City (Topsail Island),NC,Light
61018,6/17/14 21:38,Butler/Unionville,PA,Light
61019,6/17/14 21:30,Carolina Beach,NC,Sphere
61020,6/17/14 21:30,Oak Island,NC,Sphere
61021,6/17/14 21:25,North Topsail Beach,NC,Light
61022,6/17/14 21:15,Fort Morgan,AL,Formation
61023,6/17/14 20:36,Huntington Beach,CA,Other
61024,6/17/14 20:00,Topsail,NC,Sphere
61025,6/17/14 13:02,Biloxi,MS,Triangle
61026,6/17/14 00:43,Brazil,IN,Triangle
61027,6/17/14 00:40,Scenery Hill,PA,Other
61028,6/17/14 00:00,Doylestown,PA,Circle
61029,6/17/14 00:00,Ukiah,CA,Light
61030,6/16/14 23:30,Bemidji (north of),MN,Triangle
61031,6/16/14 23:30,Jonesboro,IL,Formation
61032,6/16/14 23:00,Depew,NY,Chevron
61033,6/16/14 23:00,North Versailles,PA,Light
61034,6/16/14 22:46,Billings,MT,Triangle
61035,6/16/14 22:36,Big Pine,CA,Light
61036,6/16/14 22:23,Shasta Lake,CA,Circle
61037,6/16/14 21:30,Columbus,OH,Light
61038,6/16/14 21:15,Tulsa,OK,Other
61039,6/16/14 21:10,West Babylon,NY,Light
61040,6/16/14 21:00,Broken Arrow,OK,Other
61041,6/16/14 20:00,Celina,TN,Other
61042,6/16/14 18:30,Sand Springs,OK,Cigar
61043,6/16/14 16:45,Olive Branch,MS,Light
61044,6/16/14 16:25,Coral springs,FL,Oval
61045,6/16/14 14:00,Clarkston,WA,Other
61046,6/16/14 11:30,Spokane,WA,Oval
61047,6/16/14 10:00,Colorado Springs,CO,Formation
61048,6/16/14 03:00,Fincastle,VA,Rectangle
61049,6/16/14 02:00,Kew Gardens,NY,Circle
61050,6/16/14 00:35,Chicago,IL,Light
61051,6/16/14 00:15,Omaha,NE,Light
61052,6/16/14 00:00,Bloomington,MN,Light
61053,6/16/14,Gilford,NH,Formation
61054,6/15/14 23:37,Butler/Unionville,PA,Circle
61055,6/15/14 23:00,Newton,NJ,Triangle
61056,6/15/14 22:19,Steger,IL,Light
61057,6/15/14 22:15,Kaysville,UT,Light
61058,6/15/14 22:10,Cherry Hill,NJ,Fireball
61059,6/15/14 21:30,Cape Cod,MA,Circle
61060,6/15/14 21:15,Newport Beach,CA,Fireball
61061,6/15/14 21:00,Zanesville,OH,Light
61062,6/15/14 21:00,Clearwater,FL,Light
61063,6/15/14 20:30,Boston,NY,Light
61064,6/15/14 20:00,Charlotte,NC,Changing
61065,6/15/14 20:00,Black Canyon City,AZ,Light
61066,6/15/14 15:04,La Puente,CA,Circle
61067,6/15/14 14:30,Long Island City (Queens),NY,Circle
61068,6/15/14 14:30,Virginia Beach,VA,Disk
61069,6/15/14 11:00,Talala,OK,Triangle
61070,6/15/14 10:25,Cherry Hill,NJ,Disk
61071,6/15/14 09:30,Newton,NJ,Fireball
61072,6/15/14 01:45,Pearl River,NY,Light
61073,6/15/14 01:00,Detroit,MI,Circle
61074,6/15/14 00:20,Brookings,SD,Fireball
61075,6/15/14 00:00,Newport,OR,Light
61076,6/15/14 00:00,Bucyrus,OH,Cigar
61077,6/14/14 23:40,Tampa,FL,Fireball
61078,6/14/14 23:17,New Bedford,MA,Fireball
61079,6/14/14 23:00,Easley,SC,Fireball
61080,6/14/14 23:00,Riverside,CA,Light
61081,6/14/14 22:45,Line Lexington,PA,Circle
61082,6/14/14 22:42,Auburn,WA,Other
61083,6/14/14 22:41,Parkland,FL,Light
61084,6/14/14 22:30,Long Beach,CA,Light
61085,6/14/14 22:30,West Branch,IA,Sphere
61086,6/14/14 22:30,Vandalia,OH,Changing
61087,6/14/14 22:23,Falmouth,ME,Triangle
61088,6/14/14 22:15,Warrensburg,MO,Triangle
61089,6/14/14 22:15,Racine,WI,Light
61090,6/14/14 22:05,Pikesville,MD,Formation
61091,6/14/14 22:00,Hatfield,PA,Sphere
61092,6/14/14 22:00,Milford,NH,Other
61093,6/14/14 21:50,Fairfield,CA,Formation
61094,6/14/14 21:50,West Orange,NJ,Triangle
61095,6/14/14 21:45,Chandler,AZ,Formation
61096,6/14/14 21:40,Holts Summit,MO,Triangle
61097,6/14/14 21:34,Holts Summit,MO,Triangle
61098,6/14/14 21:00,West Springfield,MA,Fireball
61099,6/14/14 21:00,St. Louis,MO,Triangle
61100,6/14/14 21:00,Hermann,MO,Triangle
61101,6/14/14 21:00,St. Louis (Webster Groves),MO,Light
61102,6/14/14 20:53,Piqua,OH,Disk
61103,6/14/14 20:37,Lake Lure,NC,Fireball
61104,6/14/14 20:30,Denver,CO,Light
61105,6/14/14 20:00,Flagler Beach,FL,Chevron
61106,6/14/14 19:23,New britain,CT,Fireball
61107,6/14/14 19:10,San Jose,CA,Sphere
61108,6/14/14 19:00,St. Louis,MO,Triangle
61109,6/14/14 19:00,Chicago,IL,Other
61110,6/14/14 19:00,Purcellville,VA,Oval
61111,6/14/14 18:45,Los Angeles/Burbank/Palmdale,CA,Circle
61112,6/14/14 18:00,Chula Vista,CA,Diamond
61113,6/14/14 13:50,Des Moines,IA,Disk
61114,6/14/14 10:30,Merriam Woods,MO,Other
61115,6/14/14 09:30,Philadelphia,PA,Fireball
61116,6/14/14 09:30,Hermann,MO,Triangle
61117,6/14/14 05:55,Thonotosassa,FL,Disk
61118,6/14/14 01:20,Hobart,IN,Light
61119,6/14/14 01:00,Flowery Branch,GA,Fireball
61120,6/14/14 00:30,Longmont,CO,Oval
61121,6/14/14 00:00,Johnsburg,IL,Fireball
61122,6/13/14 23:50,Marion,IN,Circle
61123,6/13/14 23:45,Portland,OR,Fireball
61124,6/13/14 23:10,Onalaska,WI,Triangle
61125,6/13/14 23:00,Dallas,TX,Triangle
61126,6/13/14 22:45,Battle Ground,WA,Sphere
61127,6/13/14 22:32,Kansas City,MO,Light
61128,6/13/14 22:30,Vandalia,OH,Changing
61129,6/13/14 22:30,Wolfforth,TX,Light
61130,6/13/14 21:20,Ventura,CA,Light
61131,6/13/14 21:10,Lansdale,PA,Fireball
61132,6/13/14 21:05,Boise,ID,Disk
61133,6/13/14 20:30,Corolla,NC,Light
61134,6/13/14 15:00,Lafayette,LA,Oval
61135,6/13/14 13:00,Lexington,KY,Sphere
61136,6/13/14 06:45,Lake Havasu,AZ,Sphere
61137,6/12/14 23:00,Surfside Beach,SC,Triangle
61138,6/12/14 23:00,Isle of Palms/Georgetown (between),SC,Circle
61139,6/12/14 23:00,Conway,SC,Fireball
61140,6/12/14 23:00,East Wenatchee,WA,Other
61141,6/12/14 23:00,Southeast Lake City,SC,Disk
61142,6/12/14 22:45,North Myrtle Beach,SC,Circle
61143,6/12/14 22:45,Cherry Grove,SC,Circle
61144,6/12/14 22:30,Georgetown,KY,Triangle
61145,6/12/14 22:30,Myrtle Beach,SC,Cylinder
61146,6/12/14 22:24,Myrtle Beach,SC,Light
61147,6/12/14 22:00,Mesa,AZ,Formation
61148,6/12/14 21:42,Mesa,AZ,Changing
61149,6/12/14 21:30,Wichita,KS,Formation
61150,6/12/14 21:30,Thomasville,NC,Rectangle
61151,6/12/14 21:22,Taylor,TX,Cylinder
61152,6/12/14 21:00,Asheville,NC,Changing
61153,6/12/14 17:00,Thomasville,NC,Rectangle
61154,6/12/14 06:20,Fontana,CA,Diamond
61155,6/12/14 05:50,Honolulu,HI,Disk
61156,6/12/14 04:45,Wartrace,TN,Circle
61157,6/12/14 02:35,St. Peters,MO,Triangle
61158,6/11/14 22:45,Indianapolis,IN,Formation
61159,6/11/14 21:50,New York City (Bronx),NY,Triangle
61160,6/11/14 21:30,Murphysboro,IL,Sphere
61161,6/11/14 21:25,Washington,NC,Other
61162,6/11/14 21:00,Huntley,IL,Triangle
61163,6/11/14 18:00,Tempe,AZ,Cigar
61164,6/11/14 01:00,Stoughton,MA,Fireball
61165,6/10/14 23:00,North Myrtle Beach,SC,Other
61166,6/10/14 22:30,Myrtle Beach,SC,Circle
61167,6/10/14 22:30,Myrtle Beach,SC,Triangle
61168,6/10/14 22:30,Oakboro,NC,Diamond
61169,6/10/14 22:30,North Myrtle Beach,SC,Circle
61170,6/10/14 22:00,Kennesaw,GA,Changing
61171,6/10/14 22:00,Myrtle Beach,SC,Sphere
61172,6/10/14 22:00,Vantage,WA,Triangle
61173,6/10/14 22:00,Myrtle Beach,SC,Flash
61174,6/10/14 21:45,Unspecified location,TX,Light
61175,6/10/14 21:30,Georgetown,SC,Fireball
61176,6/10/14 21:00,Tyrone,PA,Fireball
61177,6/10/14 06:20,Jacksonville,FL,Triangle
61178,6/10/14 03:30,Eagan,MN,Fireball
61179,6/10/14 00:50,Murrieta,CA,Light
61180,6/10/14 00:00,Santa Clara,CA,Disk
61181,6/10/14 00:00,Puyallup,WA,Flash
61182,6/9/14 21:45,Bullhead City/Fort Mohave,AZ,Rectangle
61183,6/9/14 21:00,Goldendale,WA,Light
61184,6/9/14 20:30,Valdosta,GA,Fireball
61185,6/9/14 20:00,Puyallup,WA,Changing
61186,6/9/14 19:30,Murray,UT,Oval
61187,6/9/14 19:30,St. Louis,MO,Disk
61188,6/9/14 19:00,Ashland (near),KY,Other
61189,6/9/14 05:45,Jacksonville,FL,Triangle
61190,6/9/14 00:30,Plano,TX,Light
61191,6/8/14 22:16,Berwyn,PA,Other
61192,6/8/14 22:00,Warrenton,NC,Circle
61193,6/8/14 21:45,Marble,NC,Light
61194,6/8/14 21:15,Overland Park,KS,Sphere
61195,6/8/14 21:05,Bozeman,MT,Fireball
61196,6/8/14 21:00,Johnsburg,IL,Light
61197,6/8/14 18:50,La Grande,OR,Other
61198,6/8/14 16:25,Auburn,WA,Light
61199,6/8/14 15:00,Tacoma,WA,Other
61200,6/8/14 08:44,Bahrain,NV,Oval
61201,6/8/14 02:31,Tempe,AZ,Rectangle
61202,6/8/14 02:00,Puyallup,WA,Light
61203,6/8/14 01:45,Lakeville,NY,Cylinder
61204,6/8/14 00:15,Ashland,MO,Light
61205,6/8/14 00:00,Kettering,OH,Triangle
61206,6/7/14 23:31,Brooklyn Park,MN,Circle
61207,6/7/14 23:30,Oregonia,OH,Oval
61208,6/7/14 23:24,Mooresville,IN,Light
61209,6/7/14 23:14,Nags Head,NC,Other
61210,6/7/14 23:00,West Deptford,NJ,Fireball
61211,6/7/14 22:40,Canal Winchester,OH,Sphere
61212,6/7/14 22:18,Miami,FL,Fireball
61213,6/7/14 22:15,Sedro Woolley,WA,Fireball
61214,6/7/14 22:15,Sedro Woolley,WA,Fireball
61215,6/7/14 22:03,Mansfield,MA,Fireball
61216,6/7/14 22:03,Arlington,MA,Fireball
61217,6/7/14 22:00,Huntingdon,PA,Sphere
61218,6/7/14 21:55,Weirton,WV,Circle
61219,6/7/14 21:50,Severn,MD,Light
61220,6/7/14 21:46,Purdy,WA,Circle
